10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
10;"г. Балашиха, мкр. ""Центр"", корп. 2, 3";н/д;н/д;1;52.3;н/д;н/д;н/д;3,922,500;н/д;н/д;TEKTA GROUP;(495) 797-49-49;http://www.wcolour.ru/special_programs;6/21/2012;6/30/2012
